Freq [GHz],"3.11117,3.65863,2.9958,3.35774,3.01181","3.2408,3.88729,3.05822,3.35774,3.13475","3.30562,3.96351,3.12063,3.35774,3.04255","3.37043,3.73485,3.18304,3.35774,3.07328","3.17598,3.81107,3.24546,3.35774,3.10401","3.30562,3.73485,2.9958,3.39201,3.13475","3.17598,3.65863,3.05822,3.39201,3.04255","3.37043,3.88729,3.12063,3.39201,3.10401","3.2408,3.81107,3.18304,3.39201,3.01181","3.11117,3.96351,3.24546,3.39201,3.07328","3.37043,3.81107,2.9958,3.42627,3.04255","3.11117,3.73485,3.05822,3.42627,3.10401","3.2408,3.65863,3.12063,3.42627,3.07328","3.17598,3.96351,3.18304,3.42627,3.13475","3.30562,3.88729,3.24546,3.42627,3.01181","3.17598,3.88729,2.9958,3.46053,3.07328","3.37043,3.96351,3.05822,3.46053,3.01181","3.11117,3.81107,3.12063,3.46053,3.13475","3.30562,3.65863,3.18304,3.46053,3.10401","3.2408,3.73485,3.24546,3.46053,3.04255","3.2408,3.96351,2.9958,3.4948,3.10401","3.30562,3.81107,3.05822,3.4948,3.07328","3.17598,3.73485,3.12063,3.4948,3.01181","3.11117,3.88729,3.18304,3.4948,3.04255","3.37043,3.65863,3.24546,3.4948,3.13475","3,4.1,3.5,3.3,3"
10.51,-0.000188609,-0.001777645,-0.000718965,-0.000752244,-0.000924669,-0.001961247,-0.000386191,-0.00213724,-0.000392047,-0.001037827,-0.001131361,-0.00119951,-0.000937075,-0.004044751,-0.000912656,-0.001748915,-0.001735068,-0.003315602,-0.002490253,-0.001263268,-0.005831862,-0.00312792,-0.000998528,-0.001771181,-0.007441268,-0.000262699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52,-0.000227564,-0.00228227,-0.000877752,-0.000917925,-0.00116385,-0.002524223,-0.000468006,-0.00271908,-0.000425149,-0.001308356,-0.001394113,-0.001520429,-0.001153993,-0.00535193,-0.001086743,-0.002223828,-0.002116428,-0.004377665,-0.003206517,-0.001594095,-0.007714666,-0.004044415,-0.001192693,-0.002221245,-0.009919994,-0.000303966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.53,-0.000276669,-0.002980614,-0.001095335,-0.001151566,-0.001483175,-0.003295116,-0.000580238,-0.003515729,-0.000513047,-0.001662314,-0.001760432,-0.001957725,-0.001462693,-0.007159192,-0.00135616,-0.002869207,-0.002687207,-0.005845016,-0.004182972,-0.002027063,-0.010328417,-0.005268982,-0.001504648,-0.002864264,-0.013350793,-0.000367954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.54,-0.000338536,-0.003945409,-0.001385985,-0.00146944,-0.001909087,-0.004351869,-0.000729595,-0.004600751,-0.000662746,-0.002128447,-0.002256379,-0.002550759,-0.001887457,-0.009688329,-0.001740915,-0.003742085,-0.003492243,-0.007892167,-0.005512807,-0.002594569,-0.013968527,-0.006916057,-0.001960843,-0.003758794,-0.018147692,-0.000458248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.55,-0.000416583,-0.005284344,-0.001769473,-0.001894367,-0.00247919,-0.005808854,-0.000925384,-0.006079847,-0.000884092,-0.00274695,-0.002918093,-0.003356009,-0.002462408,-0.013277753,-0.002268581,-0.004923593,-0.004592911,-0.010783323,-0.007330385,-0.003341591,-0.019072376,-0.009147289,-0.002597744,-0.004987588,-0.024927835,-0.000579847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.56,-0.000515303,-0.007159405,-0.002273257,-0.002458418,-0.003247529,-0.007836277,-0.001180492,-0.008106554,-0.001190841,-0.003574679,-0.003795826,-0.004455367,-0.003235764,-0.018454033,-0.002977245,-0.006530114,-0.006073562,-0.014925582,-0.009831318,-0.004330895,-0.026294532,-0.012192724,-0.003465839,-0.006668484,-0.034622399,-0.000739662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.57,-0.000640641,-0.009818716,-0.002935623,-0.003206865,-0.004292737,-0.01069154,-0.001512779,-0.010906649,-0.001602162,-0.004693061,-0.004959734,-0.005969043,-0.004276115,-0.0260548,-0.003919715,-0.008730206,-0.008050596,-0.020958726,-0.013303477,-0.005650588,-0.036625187,-0.016382138,-0.00463536,-0.008970618,-0.048653769,-0.000947224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.58,-0.000800522,-0.013650428,-0.003810274,-0.00420404,-0.005730876,-0.014771101,-0.001947087,-0.01481675,-0.002144777,-0.006220303,-0.006508245,-0.008075986,-0.005681855,-0.037446183,-0.005169547,-0.011770549,-0.010685235,-0.02991075,-0.018175516,-0.007425212,-0.051577863,-0.022191469,-0.006204481,-0.012138807,-0.069221152,-0.00121568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.59,-0.001005582,-0.019276633,-0.004973111,-0.005542141,-0.007736098,-0.020698433,-0.002518152,-0.020346511,-0.002856031,-0.00833055,-0.008580233,-0.011046829,-0.007595489,-0.054920151,-0.006829763,-0.016016255,-0.014201463,-0.043475029,-0.025093853,-0.009832116,-0.073487821,-0.030311686,-0.008311129,-0.016530429,-0.099763723,-0.001563228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.6,-0.001270215,-0.027722689,-0.006532368,-0.007354639,-0.010574665,-0.029477428,-0.003274894,-0.02828082,-0.003788347,-0.011284562,-0.011372863,-0.01529819,-0.010225662,-0.082447458,-0.009045525,-0.022014261,-0.018911104,-0.064520013,-0.035046541,-0.013125863,-0.105985177,-0.041750579,-0.011149979,-0.022671566,-0.145712254,-0.002015204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
